Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
51,Autoroute de l'Est,Les Petites-Loges,51400,2.18 €,,2.30 €,2.22 €
51,Route d'Epernay,FAGNIèRES,51510,1.88 €,0.78 €,1.98 €,1.92 €
51,8 RUE DE PUISIEULX,Ludes,51500,,,2.00 €,2.01 €
51,A4,Valmy,51800,2.10 €,,2.18 €,2.14 €
51,58 Boulevard du Président Wilson,Reims,51100,1.92 €,0.85 €,2.08 €,1.99 €
51,AVENUE BOILEAU - LES PLATANES,Pontfaverger-Moronvilliers,51490,1.90 €,0.88 €,2.12 €,1.99 €
51,Rue Jacques de la Giraudière,Reims,51100,1.90 €,0.80 €,2.03 €,1.96 €
51,Boulevard Charles de Gaulle,WITRY-LèS-REIMS,51420,1.87 €,,2.07 €,1.95 €
51,RN 31,JONCHERY-SUR-VESLE,51140,1.94 €,0.81 €,2.07 €,1.97 €
51,5 Avenue Georges Clemenceau,REIMS,51100,,,2.07 €,1.96 €
51,Aire de Sommesous - A26,Sommesous,51320,1.97 €,,2.08 €,1.99 €
51,ZAC du Val des Bois,Warmeriville,51110,1.87 €,0.88 €,2.07 €,1.95 €
51,60 RUE DU DOCTEUR MORET,DORMANS,51700,1.89 €,,1.98 €,1.92 €
51,Les Rechignons DIZY,ÉPERNAY,51200,1.92 €,,1.98 €,1.93 €
51,ROUTE D'EPERNAY,AY,51160,1.92 €,,2.00 €,1.96 €
51,2 RUE ALBERT THOMAS RN 51,REIMS,51100,1.87 €,0.86 €,1.97 €,1.90 €
51,13 Quai de Marne,ÉPERNAY,51200,1.92 €,,1.98 €,1.94 €
51,RD 933 FAUBOURG DE PARIS,MONTMIRAIL,51210,1.86 €,0.89 €,1.98 €,1.90 €
51,RN 31,TINQUEUX,51430,1.83 €,0.80 €,1.97 €,1.90 €
51,2 RUE DENIS PAPIN,COURTISOLS,51460,1.87 €,0.85 €,1.99 €,1.93 €
51,RUE DU FAUBOURG DE CONDE,MONTMIRAIL,51210,1.90 €,,2.06 €,1.94 €
51,A4 - Aire de Valmy Orbeval,Valmy,51800,2.10 €,,2.18 €,2.14 €
