Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE
29,3 Rue des Ajoncs d'Or,Plouvorn,29420,,,2.06 €,1.99 €
29,Lieu-Dit Bazen Huen,MOëLAN-SUR-MER,29350,1.84 €,0.88 €,1.96 €,1.93 €
29,SAS SNDL MENEZ CRENN,Plouarzel,29810,1.83 €,,2.00 €,1.92 €
29,37 Rue Hervé de Guébriant,Landerneau,29800,1.85 €,0.85 €,1.93 €,1.91 €
29, Rue de Callac,CARHAIX-PLOUGUER,29270,1.84 €,,2.00 €,1.94 €
29,26 rue Henri Lautrédou,PLONéOUR-LANVERN,29720,1.95 €,,2.14 €,2.02 €
29,Rue de Pouldreuzic,PLUGUFFAN,29700,1.88 €,,1.96 €,1.92 €
29,Penandreff,CROZON,29160,1.84 €,0.78 €,,1.90 €
29,14 rue Alsace-Lorraine,Lannilis,29870,1.91 €,,2.02 €,1.98 €
29,Trolimon,PONT-L'ABBé,29120,1.86 €,0.76 €,1.96 €,1.92 €
29,ZA de Kerganet,Plonéour-Lanvern,29720,1.86 €,0.76 €,1.96 €,1.92 €
29,TAL AR GROAS,CROZON,29160,1.84 €,0.78 €,,1.90 €
29,Rue du Poher,QUIMPER,29000,1.86 €,,1.96 €,1.89 €
29,Route de Morlaix,CHâTEAUNEUF-DU-FAOU,29520,1.90 €,,2.00 €,1.97 €
29,Prat al lann,Plouigneau,29610,1.91 €,,2.02 €,1.99 €
29,LIEU DIT MANER KER ELO,FOUESNANT,29170,,,2.10 €,2.00 €
29,Rue Paul Gauguin,HUELGOAT,29690,1.84 €,,,1.92 €
29,Rue Eugène Lorec,BANNALEC,29380,1.88 €,,2.00 €,1.94 €
29,Rue du Général de Gaulle,Loctudy,29750,,,2.02 €,1.94 €
29,RUE EDMOND MICHELET PRAT GOUZIEN,Penmarch,29760,,,2.00 €,1.95 €
29,rue de Verdun - La Gare,Lannilis,29870,1.83 €,0.80 €,1.93 €,1.90 €
29,ROUTE DE ST POL,PLOUVORN,29420,,,2.04 €,2.06 €
29,Kergaradec - Porte de Gouesnou,BREST,29200,1.82 €,0.80 €,,1.90 €
29,RUE DU GENERAL DE GAULLE,SCAER,29390,,,2.00 €,1.94 €
29,Boulevard Charles de Gaulle,LE RELECQ-KERHUON,29480,1.83 €,,1.90 €,1.88 €
